"typeID";"groupID";"typeName";"description";"graphicID";"radius";"mass";"volume";"capacity";"portionSize";"raceID";"basePrice";"published";"marketGroupID";"chanceOfDuplicating"
"23.296";"578";"Dark Blood Fanatic";"Blood Raider Commanders have mastered the Rites of Blood, giving them unnatural affinity with all things living. Threat level: Deadly.";"2.795";"150,00";"11.800.000,00";"118.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.297";"578";"Dark Blood Phantom";"Blood Raider Commanders have mastered the Rites of Blood, giving them unnatural affinity with all things living. Threat level: Deadly.";"2.795";"150,00";"11.800.000,00";"118.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.298";"578";"Dark Blood Exorcist";"Blood Raider Commanders have mastered the Rites of Blood, giving them unnatural affinity with all things living. Threat level: Deadly.";"2.795";"150,00";"11.800.000,00";"118.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.299";"556";"Dark Blood Monsignor";"Blood Raider Commanders have mastered the Rites of Blood, giving them unnatural affinity with all things living. Threat level: Deadly.";"2.121";"350,00";"19.500.000,00";"1.150.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.300";"556";"Dark Blood Cardinal";"Blood Raider Commanders have mastered the Rites of Blood, giving them unnatural affinity with all things living. Threat level: Deadly.";"2.121";"350,00";"19.500.000,00";"1.150.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.301";"556";"Dark Blood Patriarch";"Blood Raider Commanders have mastered the Rites of Blood, giving them unnatural affinity with all things living. Threat level: Deadly.";"2.121";"350,00";"19.500.000,00";"1.150.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.302";"556";"Dark Blood Pope";"Blood Raider Commanders have mastered the Rites of Blood, giving them unnatural affinity with all things living. Threat level: Deadly.";"2.121";"350,00";"19.500.000,00";"1.150.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.303";"526";"Wiyrkomi Voucher";"";"1.192";"0,00";"1,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"23.304";"517";"Aakeo Oshaima's Blackbird";"A Blackbird piloted by an agent.

Missions: 

<b>Difficulty Rating: Grade 5.5</b>";"311";"175,00";"0,00";"0,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"23.305";"561";"Dire Guristas Silencer";"Guristas Commanders are master tacticians, frequently veterans of empire navies before swerving of the straight path to become outlaws. Threat level: Deadly.";"1.823";"150,00";"10.100.000,00";"101.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.306";"561";"Dire Guristas Ascriber";"Guristas Commanders are master tacticians, frequently veterans of empire navies before swerving of the straight path to become outlaws. Threat level: Deadly.";"1.826";"150,00";"10.100.000,00";"101.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.307";"561";"Dire Guristas Mortifier";"Guristas Commanders are master tacticians, frequently veterans of empire navies before swerving of the straight path to become outlaws. Threat level: Deadly.";"1.824";"150,00";"10.100.000,00";"101.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.308";"561";"Dire Guristas Inferno";"Guristas Commanders are master tacticians, frequently veterans of empire navies before swerving of the straight path to become outlaws. Threat level: Deadly.";"1.824";"150,00";"10.100.000,00";"101.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.309";"561";"Dire Guristas Eraser";"Guristas Commanders are master tacticians, frequently veterans of empire navies before swerving of the straight path to become outlaws. Threat level: Deadly.";"1.824";"150,00";"10.100.000,00";"101.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.310";"561";"Dire Guristas Abolisher";"Guristas Commanders are master tacticians, frequently veterans of empire navies before swerving of the straight path to become outlaws. Threat level: Deadly.";"1.824";"150,00";"10.100.000,00";"101.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.311";"517";"Veko Tallaja's Scorpion";"A Scorpion piloted by an agent.

Missions: 

<b>Difficulty Rating: Grade 5</b> 

<i>Warning: This agent is connected to another mission chain</i>";"50";"250,00";"115.000.000,00";"1.040.000,00";"550,00";"1";"";"0,00";"true";"";"0,00"
"23.312";"579";"Guristas Nihilist";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.920";"50,00";"1.650.000,00";"16.500,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.313";"579";"Guristas Anarchist";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.920";"50,00";"1.650.000,00";"16.500,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.314";"579";"Guristas Renegade";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.920";"50,00";"1.650.000,00";"16.500,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.315";"579";"Guristas Guerilla";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.920";"50,00";"1.650.000,00";"16.500,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.319";"561";"Guristas Eraser";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"1.824";"150,00";"10.100.000,00";"101.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.320";"561";"Guristas Abolisher";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"1.824";"150,00";"10.100.000,00";"101.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.321";"580";"Guristas Executor";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.919";"150,00";"10.100.000,00";"101.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.322";"580";"Guristas Enforcer";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.919";"150,00";"10.100.000,00";"101.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.323";"580";"Guristas Assaulter";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.919";"150,00";"10.100.000,00";"101.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.324";"580";"Guristas Assassin";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.919";"150,00";"10.100.000,00";"101.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.325";"580";"Guristas Death Dealer";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.919";"150,00";"10.100.000,00";"101.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.326";"580";"Guristas Revolter";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.919";"150,00";"10.100.000,00";"101.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.327";"526";"Temko Mercenaries";"Mercenaries working for the Gallente organization, Temko.";"2.540";"0,00";"1.000,00";"5,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"23.328";"579";"Guristas Terrorist";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.920";"50,00";"1.650.000,00";"16.500,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.329";"579";"Guristas Supremacist";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.920";"50,00";"1.650.000,00";"16.500,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.330";"562";"Dire Guristas Despoiler";"Guristas Commanders are master tacticians, frequently veterans of empire navies before swerving of the straight path to become outlaws. Threat level: Deadly.";"1.828";"50,00";"2.040.000,00";"20.400,00";"100,00";"1";"1";"0,00";"true";"";"0,00"
"23.331";"562";"Dire Guristas Saboteur";"Guristas Commanders are master tacticians, frequently veterans of empire navies before swerving of the straight path to become outlaws. Threat level: Deadly.";"1.828";"50,00";"2.040.000,00";"20.400,00";"100,00";"1";"1";"0,00";"true";"";"0,00"
"23.332";"562";"Dire Guristas Plunderer";"Guristas Commanders are master tacticians, frequently veterans of empire navies before swerving of the straight path to become outlaws. Threat level: Deadly.";"1.830";"50,00";"1.970.000,00";"19.700,00";"125,00";"1";"1";"0,00";"true";"";"0,00"
"23.333";"562";"Dire Guristas Wrecker";"Guristas Commanders are master tacticians, frequently veterans of empire navies before swerving of the straight path to become outlaws. Threat level: Deadly.";"1.830";"50,00";"1.970.000,00";"19.700,00";"125,00";"1";"1";"0,00";"true";"";"0,00"
"23.334";"562";"Dire Guristas Destructor";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"1.831";"50,00";"1.650.000,00";"16.500,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.335";"562";"Dire Guristas Demolisher";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"1.831";"50,00";"1.650.000,00";"16.500,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.337";"560";"Guristas Eliminator";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.158";"350,00";"1.080.000,00";"22.000.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.338";"560";"Guristas Exterminator";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.158";"350,00";"1.080.000,00";"22.000.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.339";"560";"Guristas Destroyer";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.158";"350,00";"1.080.000,00";"22.000.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.340";"560";"Guristas Conquistador";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.158";"350,00";"1.080.000,00";"22.000.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.341";"560";"Guristas Massacrer";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.158";"350,00";"1.080.000,00";"22.000.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.342";"560";"Guristas Usurper";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.158";"350,00";"1.080.000,00";"22.000.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.343";"579";"Dread Guristas Nihilist";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.920";"50,00";"1.650.000,00";"16.500,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.344";"579";"Dread Guristas Anarchist";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.920";"50,00";"1.650.000,00";"16.500,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.345";"579";"Dread Guristas Renegade";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.920";"50,00";"1.650.000,00";"16.500,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.346";"579";"Dread Guristas Guerilla";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.920";"50,00";"1.650.000,00";"16.500,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.347";"579";"Dread Guristas Terrorist";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.920";"50,00";"1.650.000,00";"16.500,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.348";"579";"Dread Guristas Supremacist";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"2.920";"50,00";"1.650.000,00";"16.500,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.349";"580";"Dread Guristas Executor";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.919";"150,00";"10.100.000,00";"101.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.350";"580";"Dread Guristas Enforcer";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.919";"150,00";"10.100.000,00";"101.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.351";"580";"Dread Guristas Assaulter";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.919";"150,00";"10.100.000,00";"101.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.352";"580";"Dread Guristas Assassin";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.919";"150,00";"10.100.000,00";"101.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.353";"580";"Dread Guristas Death Dealer";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.919";"150,00";"10.100.000,00";"101.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.354";"580";"Dread Guristas Revolter";"This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"2.919";"150,00";"10.100.000,00";"101.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.355";"560";"Dread Guristas Destroyer";"Guristas Commanders are master tacticians, frequently veterans of empire navies before swerving of the straight path to become outlaws. Threat level: Deadly.";"2.158";"350,00";"1.080.000,00";"22.000.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.356";"560";"Dread Guristas Conquistador";"Guristas Commanders are master tacticians, frequently veterans of empire navies before swerving of the straight path to become outlaws. Threat level: Deadly.";"2.158";"350,00";"1.080.000,00";"22.000.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.357";"560";"Dread Guristas Massacrer";"Guristas Commanders are master tacticians, frequently veterans of empire navies before swerving of the straight path to become outlaws. Threat level: Deadly.";"2.158";"350,00";"1.080.000,00";"22.000.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
"23.358";"560";"Dread Guristas Usurper";"Guristas Commanders are master tacticians, frequently veterans of empire navies before swerving of the straight path to become outlaws. Threat level: Deadly.";"2.158";"350,00";"1.080.000,00";"22.000.000,00";"235,00";"1";"1";"0,00";"true";"";"0,07"
